Unique ID,Name,URL,Organisations,,,,Typology,Keywords / theme,Platform/Portal/Real time analysis/Tool,Description,"Primary role (data provision (access and viz), decision support, custom analytics, action maps) etc",,,,Data sources,"Level of data access (visualisation only, lin to underlying data, direct download)","Technology (open source, licenced, api, web services ertc)",,,Country,Spatial scale,Commodity data,Update frequency,Intended users,Training required for use? (capacity building),,Availability,,,,,,,,,,,,,,,,Unique ID check,
152 TTI,CountryStat,www.countrystat.org ,,,,,Other - Statistics,Trade,,"CountrySTAT is a web-based information system for food and agriculture statistics at regional, national and subnational levels. The objective of CountrySTAT is to improve access to food and agricultural statistics, which can:
•Support data analysis and evidence-based decision making
•Facilitate informed policy making and monitoring with the goal of eradicating extreme poverty and hunger. The system implements methods and standards to support institutions in data management and ensures long-term sustainability by developing capacity of regional and national experts.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Tanzania,,,,,,,,,,,152 TTI,
153 TTI,Trade Statistics of Japan,https://www.customs.go.jp/toukei/info/tsdl_e.htm,,,,,Other - Statistics,Trade,,Also https://www.e-stat.go.jp/en,,,,,,,,,,Japan,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data beef,,,,,,,,,,,153 TTI,
154 TTI,Vietnam Customs,https://www.customs.gov.vn/Lists/EnglishStatistics/Default.aspx?language=en-US,,,,,Other - Statistics,Trade,,,,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data coffee,,,,,,,,,,,154 TTI,
156 TTI,Descartes Datamyne,www.datamyne.com ,,,,,Data services; Data portal; Flexible analysis platform,Trade,,"Founded in 1992 with the aim of accurately documenting import‐export transactions in the Americas, built and maintained by an international team, Descartes Datamyne today is a top‐ranked provider in the highly competitive US market for trade data.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data visualisation,,,,,,,,,,,156 TTI,
157 TTI,Direct China Chamber of Commerce China Database,https://www.dccchina.org/services/china-data/,DCCChina,,,,Database,Trade; China,,"China Database is important sources which DCCC provides for connecting with various Chinese Exports and Importers, knowing the situation of Chinese market, according to China market statistics and technical analysis, China Database will assistant you decision making or research projects, more crucially to evaluate whether or not you should Imports/exports certain products to China for maximum profits from China market, those industry, commercial Database with market statistics estimates give you deeper insight on the road of doing business with China. if you need detailed China Database, ",,,,,,,,,,China,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data China,,,,,,,,,,,157 TTI,
159 TTI,Statistisches Bundesamt (Destatis),www.destatis.de ,Federal Statistical Office,,,,Data portal,Trade; Germany,,"The Federal Statistical Office is the first point of contact for official data on society, the economy, the environment and the state.",,,,,,,,,,Germany,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Cameroon,,,,,,,,,,,159 TTI,
160 TTI,Environmental Conservation Online Syatem (ECOS),https://ecos.fws.gov/ecp/,US Fish and Wildlife Service,,,,Digital reports,Trade; Wildlife,,https://www.nature.com/articles/s41597-020-0354-5 ECOS serves a variety of reports related to FWS Threatened and Endangered Species.,,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data wildlife,,,,,,,,,,,160 TTI,
161 TTI,Export Genius,www.ethiopianimporter.com ,Export Genius,,,,Data portal,Trade; Ethiopia,,"We provide the latest and most accurate Ethiopia import export data that is based on actual shipment records. Our business intelligence reports of Ethiopia help you to look inside the trading activities of Ethiopia.We are an associated website of Export Genius, which is dedicated to provide 100% actual and authentic customs data of Ethiopia and 50+ other countries with complete shipment records. We help all types of businesses to reach new heights in the industry by revealing secrets behind the Ethiopia trade. Our import-export data is collected from our trusted sources and based on Ethiopian custom details. So, we are able to provide the most accurate and latest trade data of Ethiopia.
Our versatile yet robust market research platform uses the power of technology through which we are able to update our largest database with the latest import export data of Ethiopia for meeting your requirements easily and quickly.",,,,,,,,,,Ethiopia,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data sugar,,,,,,,,,,,161 TTI,
162 TTI,E to China,www.e-to-china.com ,ETCN,,,,Database,Trade; China,,"Founded in 2007, ETCN is an integrated import/export China Customs information, consulting and services platform approved by General Administration of Customs of P. R. China (GACC) and jointly sponsored by China Customs Brokers Association (CCBA) and Beijing International Technology Cooperation Center (BITCC) As the only website authorized by GACC to release comprehensive China Customs statistics information in English, we have rich experience in providing various analytical reports based on international trade data. Our emphasis lies in enabling enterprises overseas with more efficiency to do business and to reach partnership with their counterparts in China. Over time, we have developed a robust service offering in export/import customs information worldwide.",,,,,,,,,,China,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data China,,,,,,,,,,,162 TTI,
163 TTI,FLEGT Independent Market Monitor,https://stats.flegtimm.eu/,,,,,Visualisation / dashboard,Trade,,"This dashboard provides access to statistical data on EU imports of timber, paper and pulp from the 15 countries either supplying FLEGT licensed timber or that are implementing or negotiating a FLEGT Voluntary Partnership Agreement with the EU in February 2019. To facilitate market analysis, data is also provided on other countries which are leading suppliers of tropical timber into the EU.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Cameroon,,,,,,,,,,,163 TTI,
164 TTI,Global Timber,www.globaltimber.org.uk ,,,,,Other - Statistics,Trade,,"This independent website provides information and statistics on the globaltrade in wood-based products, especially that from Africa andEast Asia.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Democratic republic of Congo,,,,,,,,,,,164 TTI,
165 TTI,Global Trade Online Limited,www.gtodata.com ,,,,,Data portal,Trade,,"Global Trade Online Limited is specialized in providing world-wide import/Export Trade Data and intelligence solutions. Those data are from official channels. Our service is very different from traditional business promotional platforms like B2B or trade exhibition. And now we are servicing for STX, Bayer, Itochu and some world top 500 enterprises.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Brazil,,,,,,,,,,,165 TTI,
166 TTI,Happily Trade EXIM ,https://www.happilytrade.com/global-trade-data/,Happily Trade Exim,,,,Database,Trade; India,,,,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Brazil,,,,,,,,,,,166 TTI,
167 TTI,India Ministry of Commerce and Industry ,http://dashboard-commerce.gov.in/,Ministry of Commerce and Industry Government of India,,,,Visualisation / dashboard,Trade,,,,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data coffee,,,,,,,,,,,167 TTI,
168 TTI,International Cocoa Organization,www.icco.org,International Cocoa Organization,,,,Other - Statistics; Other - initiative/organisation,Trade; Cocoa,,"The International Cocoa Organization (ICCO) is an inter-governmental organization established in 1973 under the auspices of the United Nations and operating within the framework of successive International Cocoa Agreements. Produce statistical information on production, grindings, trade, stocks and prices of cocoa beans and semi-finished products",,,,,,,,,,,,Cocoa,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data cocoa,,,,,,,,,,,168 TTI,
169 TTI,"International Council of Hides, Skins and Leather Traders Association",www.ichslta.com ,International Coffee Organization,,,,Digital reports,Trade,,"It represents the interests of the hide, skins and leather trades of more than 30 countries. It is the only international body of its kind. Founded in 1929 as a non-political organisation, its principal objective is the promotion, development and protection of the international trade in raw hides, skins and leathers.",,,,,,,,,,,,,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data animal skins,,,,,,,,,,,169 TTI,
170 TTI,International Coffee Organization,www.ico.org,International Coffee Organization,,,,Other - Statistics; Other - initiative/organisation,Trade; Coffee,,"The International Coffee Organization (ICO) is the main intergovernmental organization for coffee, bringing together exporting and importing Governments to tackle the challenges facing the world coffee sector through international cooperation. Its Member Governments represent 98% of world coffee production and 67% of world consumption.",,,,,,,,,,,,Coffee,,,,,,,,,,Trade Tools Inventory JP 2020; search term: Trade data Brazil,,,,,,,,,,,170 TTI,
